qseqid	sseqid	pident	qcovs	qlen	slen	length	nident	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
XII	15	99.118	22	49939	73239	794	787	7	0	40939	41732	28808	28015	0.0	1428
XII	15	97.525	22	49939	73239	808	788	17	3	43534	44340	28804	27999	0.0	1378
XII	15	95.076	22	49939	73239	792	753	36	3	43534	44323	33602	34392	0.0	1243
XII	15	93.958	22	49939	73239	811	762	43	6	35300	36108	34404	33598	0.0	1221
XII	15	89.756	22	49939	73239	410	368	42	0	36811	37220	29430	29839	8.43e-148	525
XII	15	88.808	22	49939	73239	411	365	44	2	36731	37140	29470	29879	3.95e-141	503
XII	15	89.572	22	49939	73239	374	335	31	7	36851	37220	29430	29799	1.44e-130	468
XII	15	89.189	22	49939	73239	370	330	40	0	36731	37100	29510	29879	6.70e-129	462
XII	15	89.790	22	49939	73239	333	299	26	7	36731	37059	29550	29878	4.09e-116	420
XII	15	88.146	22	49939	73239	329	290	39	0	36891	37219	29430	29758	8.92e-108	392
XII	15	88.316	22	49939	73239	291	257	34	0	36731	37021	29590	29880	5.44e-95	350
XII	2	81.994	4	49939	284570	1966	1612	323	25	8088	10040	192340	194287	0.0	1640
XIII	15	99.487	27	32817	73239	4093	4072	19	2	24250	28341	33601	29510	0.0	7441
XIII	15	98.263	27	32817	73239	1785	1754	31	0	27972	29756	29799	28015	0.0	3125
XIII	15	88.608	27	32817	73239	1896	1680	201	13	12782	14670	42935	44822	0.0	2290
XIII	15	99.499	27	32817	73239	799	795	3	1	21226	22024	28011	28808	0.0	1452
XIII	15	96.510	27	32817	73239	745	719	26	0	21290	22034	34332	33588	0.0	1232
XIII	15	94.605	27	32817	73239	797	754	40	3	28963	29757	33598	34393	0.0	1230
XIII	15	90.634	27	32817	73239	662	600	41	9	15265	15919	44769	45416	0.0	859
XIII	15	90.541	27	32817	73239	370	335	35	0	27972	28341	29839	29470	2.02e-137	490
XIII	15	93.030	27	32817	73239	330	307	21	2	27973	28301	29758	29430	1.22e-134	481
XIII	15	90.361	27	32817	73239	332	300	28	3	28012	28341	29879	29550	3.45e-120	433
XIII	15	90.034	27	32817	73239	291	262	29	0	27971	28261	29720	29430	1.64e-103	377
XIII	15	88.400	27	32817	73239	250	221	29	0	27972	28221	29679	29430	1.02e-80	302
XIII	15	100.000	27	32817	73239	72	72	0	0	20913	20984	73239	73168	3.92e-30	134
XIII	38	99.946	6	32817	1839	1839	1838	0	1	19075	20912	1	1839	0.0	3389
XIII	30	100.000	0	32817	10386	75	75	0	0	20914	20988	10385	10311	8.43e-32	139
XIV	15	99.968	22	81466	73239	15495	15490	5	0	40528	56022	18107	33601	0.0	28587
XIV	15	84.435	22	81466	73239	4934	4166	707	38	44073	48991	38291	43178	0.0	4800
XIV	15	84.471	22	81466	73239	1436	1213	201	19	30049	31474	44830	43407	0.0	1397
XIV	15	97.977	22	81466	73239	791	775	16	0	25278	26068	28805	28015	0.0	1373
XIV	15	94.875	22	81466	73239	800	759	38	3	50432	51229	34396	33598	0.0	1247
XIV	15	94.015	22	81466	73239	802	754	45	3	25274	26073	33597	34397	0.0	1212
XIV	15	89.051	22	81466	73239	411	366	43	2	51891	52300	29430	29839	1.39e-142	508
XIV	15	89.051	22	81466	73239	411	366	43	2	51851	52260	29470	29879	1.39e-142	508
XIV	15	89.459	22	81466	73239	370	331	39	0	51851	52220	29510	29879	2.35e-130	468
XIV	15	88.919	22	81466	73239	370	329	41	0	51931	52300	29430	29799	5.09e-127	457
XIV	15	89.759	22	81466	73239	332	298	28	5	51971	52299	29430	29758	6.68e-116	420
XIV	15	89.790	22	81466	73239	333	299	26	7	51851	52179	29550	29878	6.68e-116	420
XIV	15	88.660	22	81466	73239	291	258	33	0	52011	52301	29430	29720	1.91e-96	355
XIV	15	88.316	22	81466	73239	291	257	34	0	51851	52141	29590	29880	8.88e-95	350
XIV	15	87.698	22	81466	73239	252	221	27	3	52051	52300	29430	29679	5.46e-77	291
XIV	21	72.532	6	81466	37605	3626	2630	858	111	71588	75144	11748	15304	0.0	1051
XIV	21	73.220	6	81466	37605	1475	1080	345	40	61494	62947	32287	33732	5.02e-137	490
XV	15	99.786	20	35251	73239	5607	5595	9	3	2667	8271	27996	33601	0.0	10285
XV	15	84.049	20	35251	73239	1304	1096	187	19	22829	24121	27882	26589	0.0	1236
XV	15	97.007	20	35251	73239	735	713	22	0	2744	3478	34332	33598	0.0	1236
XV	15	88.808	20	35251	73239	411	365	44	2	4140	4549	29430	29839	2.79e-141	503
XV	15	88.808	20	35251	73239	411	365	44	2	4100	4509	29470	29879	2.79e-141	503
XV	15	89.189	20	35251	73239	370	330	40	0	4180	4549	29430	29799	4.73e-129	462
XV	15	89.189	20	35251	73239	370	330	40	0	4100	4469	29510	29879	4.73e-129	462
XV	15	89.790	20	35251	73239	333	299	26	7	4220	4548	29430	29758	2.89e-116	420
XV	15	89.790	20	35251	73239	333	299	26	7	4100	4428	29550	29878	2.89e-116	420
XV	15	88.316	20	35251	73239	291	257	34	0	4260	4550	29430	29720	3.84e-95	350
XV	15	88.316	20	35251	73239	291	257	34	0	4100	4390	29590	29880	3.84e-95	350
XV	21	73.220	4	35251	37605	1475	1080	345	40	12415	13868	32287	33732	2.17e-137	490
