locus_tag	ftype	length_bp	gene	EC_number	COG	product
NGCPGEKM_00347	CDS	933	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
NGCPGEKM_00348	CDS	495	def_1	3.5.1.88	COG0242	Peptide deformylase
NGCPGEKM_00349	CDS	2409	priA	5.6.2.4	COG1198	Replication restart protein PriA
NGCPGEKM_00350	CDS	1209	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
NGCPGEKM_00351	CDS	1275	ramC	2.7.-.-	COG0515	putative SapB synthase
NGCPGEKM_00352	CDS	1218	mdrP_1			Na(+), Li(+), K(+)/H(+) antiporter
NGCPGEKM_00353	CDS	459				hypothetical protein
NGCPGEKM_00354	CDS	102				hypothetical protein
NGCPGEKM_00355	CDS	210	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
NGCPGEKM_00356	CDS	624	gmk	2.7.4.8		Guanylate kinase
NGCPGEKM_00357	CDS	1704	rqcH			Rqc2 RqcH
NGCPGEKM_00358	CDS	414				hypothetical protein
NGCPGEKM_00359	CDS	90				hypothetical protein
NGCPGEKM_00360	CDS	609	pyrE	2.4.2.10		Orotate phosphoribosyltransferase
NGCPGEKM_00361	CDS	705	pyrF	4.1.1.23		Orotidine 5'-phosphate decarboxylase
NGCPGEKM_00362	CDS	921	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
NGCPGEKM_00363	CDS	765	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
NGCPGEKM_00364	CDS	3174	carB	6.3.4.16		Carbamoyl phosphate synthase large chain
NGCPGEKM_00365	CDS	1101	carA_1	6.3.5.5		Carbamoyl phosphate synthase small chain
NGCPGEKM_00366	CDS	1278	pyrC	3.5.2.3		Dihydroorotase
NGCPGEKM_00367	CDS	879	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
NGCPGEKM_00368	CDS	1293	pyrP		COG2233	Uracil permease
NGCPGEKM_00369	CDS	525	pyrR			Bifunctional protein PyrR
NGCPGEKM_00370	CDS	918	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
NGCPGEKM_00371	CDS	486	lspA	3.4.23.36		Lipoprotein signal peptidase
NGCPGEKM_00372	CDS	2748	ileS			isoleucine--tRNA ligase IleS
NGCPGEKM_00373	CDS	600				hypothetical protein
NGCPGEKM_00374	CDS	771	rqcP2		COG2302	Ribosome-associated protein quality control protein P2
NGCPGEKM_00375	CDS	1116		4.2.1.-	COG0673	2,7-anhydro-N-acetylneuraminate hydratase
NGCPGEKM_00376	CDS	2088	nanB	3.2.1.18	COG4409	Sialidase B
NGCPGEKM_00377	CDS	450				hypothetical protein
NGCPGEKM_00378	CDS	1542	siaT_1		COG0591	Sodium/sialic acid symporter SiaT
NGCPGEKM_00379	CDS	924	nanA_1	4.1.3.3	COG0329	N-acetylneuraminate lyase
NGCPGEKM_00380	CDS	828				hypothetical protein
NGCPGEKM_00381	CDS	882	glcU		COG4975	Glucose uptake protein GlcU
NGCPGEKM_00382	CDS	405	rbsD_1	5.4.99.62	COG1869	D-ribose pyranase
NGCPGEKM_00383	CDS	294				hypothetical protein
NGCPGEKM_00384	CDS	561	sepF			Cell division protein SepF
NGCPGEKM_00385	CDS	675			COG0325	Pyridoxal phosphate homeostasis protein
NGCPGEKM_00386	CDS	813	ylmD	2.4.2.1		Purine nucleoside phosphorylase YlmD
NGCPGEKM_00387	CDS	1173	ftsZ		COG0206	Cell division protein FtsZ
NGCPGEKM_00388	CDS	1401	ftsA		COG0849	Cell division protein FtsA
NGCPGEKM_00389	CDS	891				hypothetical protein
NGCPGEKM_00390	CDS	1350	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
NGCPGEKM_00391	CDS	966	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
NGCPGEKM_00392	CDS	2100	pbpB	3.4.16.4	COG0768	Penicillin-binding protein 2B
NGCPGEKM_00393	CDS	387				hypothetical protein
NGCPGEKM_00394	CDS	936	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
NGCPGEKM_00395	CDS	432	mraZ			Transcriptional regulator MraZ
NGCPGEKM_00396	CDS	1614	bshC	6.-.-.-	COG4365	Putative cysteine ligase BshC
NGCPGEKM_00397	CDS	450		2.3.1.-		putative N-acetyltransferase
NGCPGEKM_00398	CDS	687	yfnB	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
NGCPGEKM_00399	CDS	132				Hemolysin H1C
NGCPGEKM_00400	CDS	1305	ktrB_1		COG0168	Ktr system potassium uptake protein B
NGCPGEKM_00401	CDS	444				hypothetical protein
NGCPGEKM_00402	tRNA	75				tRNA-Arg(tct)
NGCPGEKM_00403	CDS	198				hypothetical protein
NGCPGEKM_00404	CDS	171				hypothetical protein
NGCPGEKM_00405	CDS	366				hypothetical protein
NGCPGEKM_00406	CDS	510				hypothetical protein
NGCPGEKM_00407	CDS	585		3.6.1.66		dITP/XTP pyrophosphatase
NGCPGEKM_00408	CDS	798	murI	5.1.1.3		Glutamate racemase
NGCPGEKM_00409	CDS	816	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
NGCPGEKM_00410	CDS	1767	sdhA_2	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
NGCPGEKM_00411	CDS	612	sdhC		COG2009	Succinate dehydrogenase cytochrome b558 subunit
NGCPGEKM_00412	CDS	1788	uvrC		COG0322	UvrABC system protein C
NGCPGEKM_00413	CDS	315	trxA		COG3118	Thioredoxin
NGCPGEKM_00414	CDS	2349	mutS2	3.1.-.-		Endonuclease MutS2
NGCPGEKM_00415	CDS	1710	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
NGCPGEKM_00416	CDS	522				hypothetical protein
NGCPGEKM_00417	CDS	267	zapA		COG3027	Cell division protein ZapA
NGCPGEKM_00418	CDS	939	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
NGCPGEKM_00419	CDS	495				hypothetical protein
NGCPGEKM_00420	CDS	594				hypothetical protein
NGCPGEKM_00421	CDS	2406	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
NGCPGEKM_00422	CDS	1071	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
NGCPGEKM_00423	CDS	747	rlmP	2.1.1.-	COG0566	23S rRNA (guanosine(2553)-2'-O)-methyltransferase RlmP
NGCPGEKM_00424	CDS	174	rpmF			Large ribosomal subunit protein bL32
NGCPGEKM_00425	CDS	540				hypothetical protein
NGCPGEKM_00426	CDS	1137	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
NGCPGEKM_00427	CDS	492	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
NGCPGEKM_00428	CDS	552	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
NGCPGEKM_00429	CDS	390				hypothetical protein
NGCPGEKM_00430	CDS	246				hypothetical protein
NGCPGEKM_00431	CDS	933	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
NGCPGEKM_00432	CDS	441				hypothetical protein
NGCPGEKM_00433	CDS	1071				hypothetical protein
NGCPGEKM_00434	CDS	462				hypothetical protein
NGCPGEKM_00435	CDS	912	ctaB2	2.5.1.141	COG0109	Protoheme IX farnesyltransferase 2
NGCPGEKM_00436	CDS	915	ctaA	1.17.99.9		Heme A synthase
NGCPGEKM_00437	CDS	3450	pycA	6.4.1.1		Pyruvate carboxylase
NGCPGEKM_00438	CDS	183				hypothetical protein
NGCPGEKM_00439	CDS	1929				hypothetical protein
NGCPGEKM_00440	CDS	1410	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
NGCPGEKM_00441	CDS	888	pdxS	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxS
NGCPGEKM_00442	CDS	558	pdxT	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxT
NGCPGEKM_00443	CDS	759				hypothetical protein
NGCPGEKM_00444	CDS	1206	nupC		COG1972	Nucleoside permease NupC
NGCPGEKM_00445	CDS	462	ctsR		COG4463	Transcriptional regulator CtsR
NGCPGEKM_00446	CDS	531	mcsA		COG3880	Protein-arginine kinase activator protein
NGCPGEKM_00447	CDS	1005	mcsB	2.7.14.1	COG3869	Protein-arginine kinase
NGCPGEKM_00448	CDS	2460	clpC		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpC
NGCPGEKM_00449	CDS	852				hypothetical protein
NGCPGEKM_00450	CDS	1221				hypothetical protein
NGCPGEKM_00451	CDS	813				hypothetical protein
NGCPGEKM_00452	CDS	960				hypothetical protein
NGCPGEKM_00453	CDS	705	drrA2	7.6.2.2		Daunorubicin resistance ATP-binding protein DrrA2
NGCPGEKM_00454	CDS	747				hypothetical protein
NGCPGEKM_00455	CDS	1371	radA	3.6.4.-	COG1066	DNA repair protein RadA
NGCPGEKM_00456	CDS	1062	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
NGCPGEKM_00457	CDS	699	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
NGCPGEKM_00458	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
NGCPGEKM_00459	CDS	1455	gltX	6.1.1.17		Glutamate--tRNA ligase
NGCPGEKM_00460	CDS	642	cysE	2.3.1.30		Serine acetyltransferase
NGCPGEKM_00461	CDS	1401	cysS	6.1.1.16		Cysteine--tRNA ligase
NGCPGEKM_00462	CDS	402	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
NGCPGEKM_00463	CDS	750		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
NGCPGEKM_00464	CDS	528	yacP		COG3688	putative protein YacP
NGCPGEKM_00465	CDS	573				hypothetical protein
NGCPGEKM_00466	CDS	180				hypothetical protein
NGCPGEKM_00467	CDS	549	nusG			Transcription termination/antitermination protein NusG
NGCPGEKM_00468	CDS	423	rplK			Large ribosomal subunit protein uL11
NGCPGEKM_00469	CDS	696	rplA			Large ribosomal subunit protein uL1
NGCPGEKM_00470	CDS	501	rplJ			Large ribosomal subunit protein uL10
NGCPGEKM_00471	CDS	366	rplL			Large ribosomal subunit protein bL12
NGCPGEKM_00472	CDS	609	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
NGCPGEKM_00473	CDS	3555	rpoB			DNA-directed RNA polymerase subunit beta RpoB
NGCPGEKM_00474	CDS	3621	rpoC			DNA-directed RNA polymerase subunit beta RpoC
NGCPGEKM_00475	CDS	255	rulS		COG1358	RNA-binding protein YbxF
NGCPGEKM_00476	CDS	414	rpsL		COG0048	Small ribosomal subunit protein uS12
NGCPGEKM_00477	CDS	471	rpsG		COG0049	Small ribosomal subunit protein uS7
NGCPGEKM_00478	CDS	2082	fusA			elongation factor G FusA
NGCPGEKM_00479	CDS	1188	tuf	3.6.5.3		Elongation factor Tu
NGCPGEKM_00480	CDS	168				hypothetical protein
NGCPGEKM_00481	CDS	705	aldC_1	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
NGCPGEKM_00482	CDS	1188	sndA_1	3.5.1.-	COG1473	N-acetyl-L-cysteine deacetylase
NGCPGEKM_00483	CDS	1209		2.3.1.-		Putative pyridoxal phosphate-dependent acyltransferase
NGCPGEKM_00484	CDS	963				putative epimerase/dehydratase
NGCPGEKM_00485	CDS	291				IS200/IS605 family transposase ISSep3
NGCPGEKM_00486	CDS	1257	mdrP_2			Na(+), Li(+), K(+)/H(+) antiporter
NGCPGEKM_00487	CDS	918				hypothetical protein
NGCPGEKM_00488	CDS	1278				hypothetical protein
NGCPGEKM_00489	CDS	1668				hypothetical protein
NGCPGEKM_00490	CDS	753				hypothetical protein
NGCPGEKM_00491	CDS	1620	yheS_1		COG0488	putative ATP-binding protein YheS
NGCPGEKM_00492	CDS	1083	ilvE	2.6.1.42		putative branched-chain-amino-acid aminotransferase
NGCPGEKM_00493	CDS	993	hlb	3.1.4.3	COG3568	Phospholipase C
NGCPGEKM_00494	CDS	699	indB	3.-.-.-	COG0546	putative phosphatase IndB
NGCPGEKM_00495	CDS	666	dck	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
NGCPGEKM_00496	CDS	624	dgk	2.7.1.113	COG1428	Deoxyguanosine kinase
NGCPGEKM_00497	CDS	474	tadA	3.5.4.33		tRNA-specific adenosine deaminase
NGCPGEKM_00498	CDS	867	ywpJ_1	3.1.3.-	COG0561	Phosphatase YwpJ
NGCPGEKM_00499	CDS	219				hypothetical protein
NGCPGEKM_00500	CDS	2196				hypothetical protein
NGCPGEKM_00501	CDS	663	macB_1	7.6.2.-	COG0577	Macrolide export ATP-binding/permease protein MacB
NGCPGEKM_00502	CDS	879	folE2	3.5.4.16		GTP cyclohydrolase FolE2
NGCPGEKM_00503	CDS	684	bshB2	3.5.1.-	COG2120	putative N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2
NGCPGEKM_00504	CDS	369	yojF		COG2120	putative protein YojF
NGCPGEKM_00505	CDS	840	murR		COG1737	HTH-type transcriptional regulator MurR
NGCPGEKM_00506	CDS	1539	ptsG_2	2.7.1.199		PTS system glucose-specific EIICBA component
NGCPGEKM_00507	CDS	675	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
NGCPGEKM_00508	CDS	735	nagB	3.5.99.6		Glucosamine-6-phosphate deaminase
NGCPGEKM_00509	CDS	639		4.1.2.43		3-hexulose-6-phosphate synthase
NGCPGEKM_00510	CDS	549	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
NGCPGEKM_00511	CDS	684				hypothetical protein
NGCPGEKM_00512	CDS	858		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
NGCPGEKM_00513	CDS	435				hypothetical protein
NGCPGEKM_00514	CDS	459				IS3 family transposase ISCpe6
NGCPGEKM_00515	CDS	339				hypothetical protein
NGCPGEKM_00516	CDS	165	yydF			Putative exported peptide YydF
NGCPGEKM_00517	CDS	1080	yydG		COG0535	Putative peptide biosynthesis protein YydG
NGCPGEKM_00518	CDS	768	yydH		COG1994	Putative peptide zinc metalloprotease protein YydH
NGCPGEKM_00519	CDS	636	yydI		COG1131	putative peptide export ATP-binding protein YydI
NGCPGEKM_00520	CDS	723	yydJ			putative peptide export permease protein YydJ
NGCPGEKM_00521	CDS	1287				hypothetical protein
NGCPGEKM_00522	CDS	465				hypothetical protein
NGCPGEKM_00523	CDS	687	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
NGCPGEKM_00524	CDS	96				hypothetical protein
NGCPGEKM_00525	CDS	1356	yhfT	6.2.1.-	COG0318	putative acyl--CoA ligase YhfT
NGCPGEKM_00526	CDS	1146		2.3.1.9		putative acetyl-CoA acyltransferase
NGCPGEKM_00527	CDS	372				hypothetical protein
NGCPGEKM_00528	CDS	261				hypothetical protein
NGCPGEKM_00529	CDS	831	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
NGCPGEKM_00530	CDS	669	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
NGCPGEKM_00531	CDS	324				hypothetical protein
NGCPGEKM_00532	CDS	363				hypothetical protein
NGCPGEKM_00533	CDS	1311				hypothetical protein
NGCPGEKM_00534	CDS	1047				hypothetical protein
NGCPGEKM_00535	CDS	1179				hypothetical protein
NGCPGEKM_00536	CDS	1452				hypothetical protein
NGCPGEKM_00537	CDS	573	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
NGCPGEKM_00538	CDS	1170				hypothetical protein
NGCPGEKM_00539	CDS	564				hypothetical protein
NGCPGEKM_00540	CDS	648	emrA			Colistin resistance protein EmrA
NGCPGEKM_00541	CDS	1851				hypothetical protein
NGCPGEKM_00542	CDS	321	sdpR		COG0640	Transcriptional repressor SdpR
NGCPGEKM_00543	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
NGCPGEKM_00544	CDS	405	arsC	1.20.4.4		Arsenate reductase
NGCPGEKM_00545	CDS	474				hypothetical protein
NGCPGEKM_00546	CDS	750				hypothetical protein
NGCPGEKM_00547	CDS	351				hypothetical protein
NGCPGEKM_00548	CDS	837	lipL	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
NGCPGEKM_00549	CDS	990	pta	2.3.1.8		Phosphate acetyltransferase
NGCPGEKM_00550	CDS	756	chdC	1.3.98.5		Coproheme decarboxylase
NGCPGEKM_00551	CDS	102				hypothetical protein
NGCPGEKM_00552	CDS	339				hypothetical protein
NGCPGEKM_00553	CDS	756				hypothetical protein
NGCPGEKM_00554	CDS	462				hypothetical protein
NGCPGEKM_00555	CDS	1542	sdcS			Sodium-dependent dicarboxylate transporter SdcS
NGCPGEKM_00556	CDS	333				hypothetical protein
NGCPGEKM_00557	CDS	606				hypothetical protein
NGCPGEKM_00558	CDS	711				hypothetical protein
NGCPGEKM_00559	CDS	315				hypothetical protein
NGCPGEKM_00560	CDS	384				hypothetical protein
NGCPGEKM_00561	CDS	1386				hypothetical protein
NGCPGEKM_00562	CDS	1206				hypothetical protein
NGCPGEKM_00563	CDS	222				hypothetical protein
NGCPGEKM_00564	CDS	498				hypothetical protein
NGCPGEKM_00565	CDS	393				hypothetical protein
NGCPGEKM_00566	CDS	2448				hypothetical protein
NGCPGEKM_00567	CDS	2178				hypothetical protein
NGCPGEKM_00568	CDS	882	cwlT	3.2.1.17	COG0741	Bifunctional muramidase/DL-endopeptidase CwlT
NGCPGEKM_00569	CDS	933				hypothetical protein
NGCPGEKM_00570	CDS	1920	tet(M)			tetracycline resistance ribosomal protection protein Tet(M)
NGCPGEKM_00571	CDS	354				hypothetical protein
NGCPGEKM_00572	CDS	423				hypothetical protein
NGCPGEKM_00573	CDS	231				hypothetical protein
NGCPGEKM_00574	CDS	204				hypothetical protein
NGCPGEKM_00575	CDS	1218	Int-Tn_1		COG0582	Transposase from transposon Tn916
NGCPGEKM_00576	CDS	525				hypothetical protein
NGCPGEKM_00577	CDS	708				hypothetical protein
NGCPGEKM_00578	CDS	711				hypothetical protein
NGCPGEKM_00579	CDS	756				hypothetical protein
NGCPGEKM_00580	CDS	756				hypothetical protein
NGCPGEKM_00581	CDS	708				hypothetical protein
NGCPGEKM_00582	CDS	723				hypothetical protein
NGCPGEKM_00583	CDS	726				hypothetical protein
NGCPGEKM_00584	CDS	717				hypothetical protein
NGCPGEKM_00585	CDS	336				hypothetical protein
NGCPGEKM_00586	CDS	480				hypothetical protein
NGCPGEKM_00587	CDS	1299				hypothetical protein
NGCPGEKM_00588	CDS	516				hypothetical protein
NGCPGEKM_00589	CDS	417	ywiB		COG4506	putative beta-barrel protein YwiB
NGCPGEKM_00590	CDS	1659	argS_1	6.1.1.19		Arginine--tRNA ligase
NGCPGEKM_00591	CDS	222				hypothetical protein
NGCPGEKM_00592	CDS	882	btuF		COG0614	Vitamin B12-binding protein
NGCPGEKM_00593	CDS	894	hmuU		COG0609	Hemin transport system permease protein HmuU
NGCPGEKM_00594	CDS	705				hypothetical protein
NGCPGEKM_00595	CDS	801	ydjP	3.-.-.-	COG2267	AB hydrolase superfamily protein YdjP
NGCPGEKM_00596	CDS	504				hypothetical protein
NGCPGEKM_00597	CDS	717				hypothetical protein
NGCPGEKM_00598	CDS	372	sarA		COG1846	Transcriptional regulator SarA
NGCPGEKM_00599	CDS	930				hypothetical protein
NGCPGEKM_00600	CDS	243				hypothetical protein
NGCPGEKM_00601	CDS	216				hypothetical protein
NGCPGEKM_00602	CDS	204				hypothetical protein
NGCPGEKM_00603	CDS	552				hypothetical protein
NGCPGEKM_00604	CDS	2388	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
NGCPGEKM_00605	CDS	426	mrpB		COG2111	Na(+)/H(+) antiporter subunit B
NGCPGEKM_00606	CDS	345	mnhC1_1			Na(+)/H(+) antiporter subunit C1
NGCPGEKM_00607	CDS	1500	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
NGCPGEKM_00608	CDS	483	mrpE		COG1863	Na(+)/H(+) antiporter subunit E
NGCPGEKM_00609	CDS	294	mrpF		COG2212	Na(+)/H(+) antiporter subunit F
NGCPGEKM_00610	CDS	447				hypothetical protein
NGCPGEKM_00611	CDS	921	mntA		COG0803	Manganese-binding lipoprotein MntA
NGCPGEKM_00612	CDS	840	mntB_1		COG1108	Manganese transport system membrane protein MntB
NGCPGEKM_00613	CDS	777	mntB_2		COG1121	Manganese transport system ATP-binding protein MntB
NGCPGEKM_00614	CDS	648				hypothetical protein
NGCPGEKM_00615	CDS	999	yfhA		COG0609	putative siderophore transport system permease protein YfhA
NGCPGEKM_00616	CDS	996	yfiZ_1		COG0609	putative siderophore transport system permease protein YfiZ
NGCPGEKM_00617	CDS	984	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
NGCPGEKM_00618	CDS	978	sbnA	2.5.1.140	COG0031	N-(2-amino-2-carboxyethyl)-L-glutamate synthase
NGCPGEKM_00619	CDS	1011	sbnB	1.5.1.51	COG2423	N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase
NGCPGEKM_00620	CDS	1776	sbnC	6.3.2.56	COG4264	Staphyloferrin B synthase
NGCPGEKM_00621	CDS	1206	sbnD		COG2814	Staphyloferrin B transporter
NGCPGEKM_00622	CDS	1719	sbnE	6.3.2.54	COG4264	L-2,3-diaminopropanoate--citrate ligase
NGCPGEKM_00623	CDS	1755	sbnF	6.3.2.55	COG4264	2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase
NGCPGEKM_00624	CDS	795	garL	4.1.2.20		5-keto-4-deoxy-D-glucarate aldolase
NGCPGEKM_00625	CDS	1203	sbnH_1	4.1.1.117	COG0019	2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase
NGCPGEKM_00626	CDS	765	sbnI	2.7.1.225	COG1475	ATP-dependent L-serine kinase SbnI
NGCPGEKM_00627	CDS	744				hypothetical protein
NGCPGEKM_00628	CDS	249	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
NGCPGEKM_00629	CDS	822	tarA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
NGCPGEKM_00630	CDS	795	tagH	7.5.2.4		Teichoic acids export ATP-binding protein TagH
NGCPGEKM_00631	CDS	783	tagG_1		COG1682	Teichoic acid translocation permease protein TagG
NGCPGEKM_00632	CDS	1089	tarB	2.7.8.44	COG1887	Teichoic acid glycerol-phosphate primase
NGCPGEKM_00633	CDS	399	tarD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
NGCPGEKM_00634	CDS	195				hypothetical protein
NGCPGEKM_00635	CDS	195				hypothetical protein
NGCPGEKM_00636	CDS	1203				hypothetical protein
NGCPGEKM_00637	CDS	1278				hypothetical protein
NGCPGEKM_00638	CDS	1755	bmrA	7.6.2.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
NGCPGEKM_00639	CDS	1995	feoB		COG0370	Fe(2+) transporter FeoB
NGCPGEKM_00640	CDS	237				hypothetical protein
NGCPGEKM_00641	CDS	1227	nupG		COG1972	Purine nucleoside transport protein NupG
NGCPGEKM_00642	CDS	834				hypothetical protein
NGCPGEKM_00643	CDS	804	fepC	7.2.2.17	COG1120	Ferric enterobactin transport ATP-binding protein FepC
NGCPGEKM_00644	CDS	1005	feuB		COG0609	Iron-uptake system permease protein FeuB
NGCPGEKM_00645	CDS	1017	feuC		COG0609	Iron-uptake system permease protein FeuC
NGCPGEKM_00646	CDS	498				hypothetical protein
NGCPGEKM_00647	CDS	1449	emrB		COG2814	Multidrug export protein EmrB
NGCPGEKM_00648	CDS	1068				hypothetical protein
NGCPGEKM_00649	CDS	1026				hypothetical protein
NGCPGEKM_00650	CDS	522	aaaT	2.3.1.-	COG1247	L-amino acid N-acetyltransferase AaaT
NGCPGEKM_00651	CDS	921	graX_1		COG0451	Auxiliary protein GraX
NGCPGEKM_00652	CDS	681	graR		COG0745	Response regulator protein GraR
NGCPGEKM_00653	CDS	1023	graS	2.7.13.3		Sensor histidine kinase GraS
NGCPGEKM_00654	CDS	762	bceA		COG1136	Bacitracin export ATP-binding protein BceA
NGCPGEKM_00655	CDS	1899	bceB		COG0577	Bacitracin export permease protein BceB
NGCPGEKM_00656	CDS	618				hypothetical protein
NGCPGEKM_00657	CDS	1002				hypothetical protein
NGCPGEKM_00658	CDS	828		3.5.1.28	COG1388	putative autolysin SsaALP
NGCPGEKM_00659	CDS	621				hypothetical protein
NGCPGEKM_00660	CDS	591				hypothetical protein
NGCPGEKM_00661	CDS	201				hypothetical protein
NGCPGEKM_00662	CDS	768	thiG	2.8.1.10	COG2022	Thiazole synthase
NGCPGEKM_00663	CDS	1005				hypothetical protein
NGCPGEKM_00664	CDS	717				putative transcriptional regulatory protein
NGCPGEKM_00665	CDS	480				hypothetical protein
NGCPGEKM_00666	CDS	597				hypothetical protein
NGCPGEKM_00667	CDS	870				hypothetical protein
NGCPGEKM_00668	CDS	1206	setA		COG2814	Sugar efflux transporter A
NGCPGEKM_00669	CDS	492				hypothetical protein
NGCPGEKM_00670	CDS	684				hypothetical protein
NGCPGEKM_00671	CDS	456				hypothetical protein
NGCPGEKM_00672	CDS	336				hypothetical protein
NGCPGEKM_00673	CDS	300				hypothetical protein
NGCPGEKM_00674	CDS	549		2.3.1.-		Acetyltransferase
NGCPGEKM_00675	CDS	570	yvdD		COG1611	LOG family protein YvdD
NGCPGEKM_00676	CDS	447				hypothetical protein
NGCPGEKM_00677	CDS	990				hypothetical protein
NGCPGEKM_00678	CDS	855	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
NGCPGEKM_00679	CDS	1638	cydD	7.4.2.-	COG4988	Glutathione/L-cysteine transport system ATP-binding/permease protein CydD
NGCPGEKM_00680	CDS	1662	cydC	7.4.2.-	COG4987	Glutathione/L-cysteine transport system ATP-binding/permease protein CydC
NGCPGEKM_00681	CDS	438	mgrA		COG1846	HTH-type transcriptional regulator MgrA
NGCPGEKM_00682	CDS	930	yciC_1	3.6.5.-	COG0523	Zinc chaperone YciC
NGCPGEKM_00683	CDS	909	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
NGCPGEKM_00684	CDS	282				hypothetical protein
NGCPGEKM_00685	CDS	282				hypothetical protein
NGCPGEKM_00686	CDS	846				hypothetical protein
NGCPGEKM_00687	CDS	939	mdh	1.1.1.37	COG0039	Malate dehydrogenase
NGCPGEKM_00688	CDS	711				hypothetical protein
NGCPGEKM_00689	CDS	273				hypothetical protein
NGCPGEKM_00690	CDS	618				hypothetical protein
NGCPGEKM_00691	CDS	1167	norA_1			Quinolone resistance protein NorA
NGCPGEKM_00692	CDS	2325				hypothetical protein
NGCPGEKM_00693	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
NGCPGEKM_00694	CDS	180				hypothetical protein
NGCPGEKM_00695	CDS	204				hypothetical protein
NGCPGEKM_00696	CDS	210				hypothetical protein
NGCPGEKM_00697	CDS	762	srlR		COG1349	Glucitol operon repressor
NGCPGEKM_00698	CDS	924	tagK	2.7.1.234	COG1105	D-tagatose-1-phosphate kinase
NGCPGEKM_00699	CDS	1899	fruA		COG1299	PTS system fructose-specific EIIABC component
NGCPGEKM_00700	CDS	1356				hypothetical protein
NGCPGEKM_00701	CDS	981	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
